Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Distance,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types
ELEC,iPark - Tesla,101 W 88th St,,New York,NY,10024,,212-874-8442  877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.7878152,-73.9712336,2016-06-03,75769,1.43456,2017-01-18 02:19:31 UTC,P,,,2016-05-01,,,,,TESLA
ELEC,Central Parking - 115 E 87th St -  Station 1,115  W 87th St,,New York,NY,10024,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.787599,-73.972015,2017-02-21,73040,1.46208,2017-02-21 11:30:35 UTC,,,,,,,,,J1772
ELEC,Central Parking - 115 E 87th St- Station 2,115  W 87th St,,New York,NY,10024,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.787599,-73.972115,2017-02-21,72919,1.46386,2017-02-21 11:28:13 UTC,,,,,,,,,J1772
ELEC,BEAM CHARGING,1510 Lexington Ave,1510 LEX GARAGE; Unit located on level C in section A outside of elevator,Manhattan,NY,10029,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7869415,-73.9505157,2017-02-21,41247,1.55536,2017-02-21 10:36:27 UTC,,,,,,,,,NEMA520 J1772
ELEC,GGMC Parking - Tesla,40 E 94th St,,New York,NY,10128,,212-369-9304  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.7855606,-73.9546989,2016-04-04,74401,1.57155,2017-01-18 00:53:46 UTC,P,,,2016-01-01,,,,,TESLA
ELEC,BEAM CHARGING,175 E 96th St,E 97TH GARAGE; Unit opposite garage managers office on a pole facing rear,Manhattan,NY,10128,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7855949,-73.9498901,2017-02-21,41246,1.65361,2017-02-21 10:36:21 UTC,,,,,,,,,NEMA520 J1772
ELEC,Icon Parking - Tesla,225 W 83rd St,,New York,NY,10024,,212-874-9934  877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.7863096,-73.9772584,2016-06-03,75756,1.65478,2017-01-18 02:19:38 UTC,P,,,2016-05-01,,,,,TESLA
ELEC,BEAM CHARGING,157 W 83rd St,157 W 83RD ST; Unit located on back wall of garage as you pull in,Manhattan,NY,10024,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7855225,-73.9753265,2017-02-21,41251,1.65969,2017-02-21 10:36:29 UTC,,,,,,,,,NEMA520 J1772
CNG,City of New York - Central Park,86th St Transverse,Central Park.,New York,NY,10024,,,E,,Private - Government only,,,,Q,3000 3600,,,,,,,GPS,40.783425,-73.96685,2016-04-04,30835,1.67876,2017-01-18 02:01:18 UTC,LG,,,2007-05-15,,LD,,,
ELEC,EDISONPARKFAST,400 E 110th St,LOT#128; Edison ParkFast lot mounted to booth,Manhattan,NY,10029,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7919655,-73.937355,2017-02-21,41857,1.70379,2017-02-21 10:37:35 UTC,,,,,,,,,NEMA520 J1772
