Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Distance,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types
ELEC,GMC Parking - Continental Towers,301 East 79th Street,"Located between 1st Ave & 2nd Ave. - 
Attendant will assist in charging 
vehicle.  Parking rates apply. Inquire 
within.
",New York,NY,10075,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,40.773312,-73.954872,2017-02-23,65498,2.415,2017-02-23 08:15:47 UTC,,,,,,,,,J1772
ELEC,Icon Parking - One Lincoln Plaza,20 W 64th Street,"Located at B1
",New York,NY,10023,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,40.771522,-73.980903,2017-02-23,65777,2.60625,2017-02-23 08:08:53 UTC,,,,,,,,,J1772
ELEC,Icon Parking - Clarity 47 Parking,145 West 47th Street,,New York,NY,10036,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,40.758934,-73.98339,2017-02-23,65778,3.49157,2017-02-23 08:08:53 UTC,,,,,,,,,J1772
ELEC,"First Avenue Parking, LLC",630 1st Avenue,"Monthly parking only.

Monthly parking only.
",New York,NY,10016,,888-998-2546,E,,Private,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,40.745096,-73.971921,2017-02-23,67177,4.37225,2017-02-23 08:16:27 UTC,,,,,,,,,J1772
ELEC,Walking Mountains Science Center,318 Walking Mountains Lane,"Stations are located on the western side of the visitors parking lot and free for the public 24/7.
Stations are located on the western side of the visitors parking lot and free for the public 24/7.",Avon,CO,81620,,800-663-5633,E,,Public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,39.6414316,-106.5204009,2017-02-23,71156,3.68945,2017-02-23 08:48:42 UTC,,,,,,,,,J1772
ELEC,Quality Inn - Tesla,9420 State Route 14,,Streetsboro,OH,44241,,330-626-2888  877-798-3752,E,,Public - Call ahead,24 hours daily; for guest use only,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,41.2418878,-81.3517188,2016-03-07,73773,3.3884,2017-01-18 00:31:39 UTC,P,,,2016-02-01,,,,,TESLA
ELEC,Champion Parking - Tesla,159 W 53rd St,,New York,NY,10019,,212-245-1299  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.7629863,-73.9814456,2016-04-04,74422,3.19908,2017-01-18 00:31:52 UTC,P,,,2016-01-01,,,,,TESLA
ELEC,GGMC Parking - Tesla,325 E 5th Ave,,New York,NY,10016,,212-725-4102  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.7474699,-73.9850289,2016-04-04,74429,4.29375,2017-01-18 00:31:53 UTC,P,,,2016-01-01,,,,,TESLA
ELEC,GGMC Parking - Tesla,550 W 25th St,,New York,NY,10001,,212-996-6363  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-9,40.7496697,-74.0054761,2016-04-04,74430,4.27565,2017-01-18 00:31:53 UTC,P,,,2016-01-01,,,,,TESLA
ELEC,GGMC Parking - Tesla,217 E 44th St,,New York,NY,10017,,212-661-0850  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.7517016,-73.9726002,2016-04-04,74402,3.92019,2017-01-18 00:31:54 UTC,P,,,2016-01-01,,,,,TESLA
ELEC,GGMC Parking - Tesla,53 E 76th St,,New York,NY,10021,,212-570-7182  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,1,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.7742251,-73.9628048,2016-04-04,74400,2.31806,2017-01-18 00:31:56 UTC,P,,,2016-01-01,,,,,TESLA
ELEC,GGMC Parking - Tesla,350 W 43rd St,,New York,NY,10036,,212-315-1646  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-9,40.7585534,-73.9912552,2016-04-04,74428,3.56933,2017-01-18 00:31:56 UTC,P,,,2016-01-01,,,,,TESLA
ELEC,GGMC Parking - Tesla,50 E 79th St,,New York,NY,10075,,212-879-0670  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.7760455,-73.9619154,2016-04-04,74397,2.19161,2017-01-18 00:31:57 UTC,P,,,2016-01-01,,,,,TESLA
CNG,Lincoln Airport Authority,3520 NW 36th St,W Mathis St & NW 36th St,Lincoln,NE,68524,,402-458-2480,E,,Public - Credit card at all times,24 hours daily,D M V Wright_Exp,,Q,3600,,,,,,,GPS,40.84754,-96.7722,2016-04-04,38484,4.79799,2017-01-18 00:32:07 UTC,P,,,2011-08-31,,HD,,,
E85,Sapp Brothers Sinclair,6001 Cornhusker Hwy,,Lincoln,NE,68507,,402-464-0110,E,,Public,24 hours daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-9,40.8622715,-96.6378149,2016-04-04,36822,4.56608,2017-01-18 00:32:24 UTC,P,,,2010-01-01,,,,false,
E85,Nebraska Department of Roads,302 Superior St,,Lincoln,NE,68521,,,E,,Private - Government only,,,,,,,,,,,,200-8,40.8567825,-96.7155647,2016-04-04,1436,4.49171,2017-01-18 00:32:29 UTC,SG,,,1993-09-15,,,,false,
LPG,Blue Flame Propane,18602 County Rd G34,Intersection of G40 and O Ave (O Ave goes to the South and G40 to the North),Letts,IA,52754,,319-726-3103,E,,Public,7:30am-4pm M-F,Cash Checks D M V,,,,,,,,,,200-8,41.3300059,-91.2732934,2017-01-11,51362,4.55154,2017-01-18 00:32:42 UTC,P,,,,,,false,,
ELEC,SEWARD,142 N 7th St,MUNICIPAL BLD; LOCATED ON THE NORTH WEST CORNER OF THE MUNICIPAL BUILDING,Seward,NE,68434,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.9087397,-97.1001162,2017-02-23,65742,1.39231,2017-02-23 09:45:10 UTC,,,,,,,,,J1772
LPG,U-Haul,9903 Royalton Rd,,North Royalton,OH,44133,,440-237-5333,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",Cash A D M V,,,,,,,,,,200-8,41.3124372,-81.7581635,2016-05-09,67470,0.53777,2017-02-22 17:13:14 UTC,P,,,,,,false,,
ELEC,Icon Parking - Tesla,301 E 57th St,,New York,NY,10022,,212-755-6223  877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.7593798,-73.9646707,2016-06-03,75758,3.35289,2017-01-18 00:34:50 UTC,P,,,2016-05-01,,,,,TESLA
ELEC,ShopRite of Greater Morristown - Tesla,178 E Hanover Ave,,Cedar Knolls,NJ,07927,,973-829-6825  877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.813953,-74.4688945,2016-06-03,75875,2.80567,2017-01-18 00:34:51 UTC,P,,,2016-05-01,,,,,TESLA
ELEC,Icon Parking - Tesla,300 E 59th St,,New York,NY,10022,,212-980-0215  877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.7602859,-73.9640752,2016-06-03,75757,3.28898,2017-01-18 00:35:02 UTC,P,,,2016-05-01,,,,,TESLA
E85,Kum & Go #313,5480 E 120th Ave,,Thornton,CO,80241,,720-557-8373,E,,Public,24 hours daily,Cash A D M V FuelMan Voyager Wright_Exp,,,,,,,,,,GPS,39.91289,-104.92261,2016-06-03,65851,2.58059,2017-02-22 19:53:10 UTC,P,,,2015-01-09,,,,false,
LPG,AmeriGas,3129 Route 46 E,Between Fudruckers and McDonald's,Parsippany,NJ,07054,,973-334-3800,E,,Public,10am-4pm M-F,Cash A D M V,,,,,,,,,,GPS,40.871234,-74.4243189,2016-06-30,14896,1.4313,2017-01-18 00:35:48 UTC,P,,,,,,false,,
ELEC,Hy-Vee - Tesla,1651 Midtown Rd,,Peru,IL,61354,,877-798-3752,E,,Public,24 hours daily - Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,200-8,41.3458465,-89.127543,2016-06-30,76759,0.73077,2017-01-18 00:36:07 UTC,P,,,2016-06-01,,,,,TESLA
ELEC,Atria Arista Apartments,11585 Destination Drive,,Broomfield,CO,80021,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,39.906012,-105.092727,2017-02-23,77036,1.26814,2017-02-23 08:14:18 UTC,,,,,,,,,J1772
ELEC,ALBANESE ORG,77 W 24th St,NS1-77 W24TH ST,New York,NY,10010,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7435617,-73.9918929,2017-02-23,77134,4.6085,2017-02-23 10:02:08 UTC,,,,,,,,,J1772
ELEC,LIBRARY,951 Spruce St,LIBRARY 1; In underground parking garage,Louisville,CO,80027,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.9781342,-105.1311691,2017-02-23,78769,4.05649,2017-02-23 10:00:51 UTC,,,,,,,,,J1772
ELEC,BMW MANHATTAN,601-605 W 55th St,CHAPMAN STAT01; -,New York,NY,10019,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7692913,-73.9925407,2017-02-23,72470,2.83642,2017-02-23 09:48:20 UTC,,,,,,,,,J1772
ELEC,Vestas Brighton,1500 Crown Prince Blvd,,Brighton,CO,80603,,,E,,Private,,,,,,,2,,,,,200-8,40.0199821,-104.8071764,2016-11-02,79279,3.52961,2017-01-18 00:38:43 UTC,P,,,2016-09-01,,,,,J1772
ELEC,Flatiron Crossing,1 W Flatiron Crossing Dr,,Broomfield,CO,80021,,877-455-3833,E,,Public - Card key at all times,24 hours daily; EVgo network subscription and key fob required,,,,,,,2,,eVgo Network,https://www.evgonetwork.com/,GPS,39.9316291809082,-105.13516998291,2017-02-23,69503,0.92634,2017-02-23 11:21:12 UTC,,,,,,,,,CHADEMO J1772COMBO
LPG,Flying J,343 Civic Rd,I-80 Exit 77,LaSalle,IL,61301,,815-220-0611,E,,Public,24 hours daily,Cash Checks A D M V,,,,,,,,,,200-8,41.3690601,-89.0979394,2016-11-02,66133,2.29411,2017-01-18 00:38:46 UTC,P,,,2015-02-15,,,false,,
ELEC,Icon Parking - Tesla,30 W 63rd St,,Manhattan,NY,10023,,212-586-1660  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.7707681,-73.9817311,2016-12-01,79766,2.66372,2017-01-18 00:39:37 UTC,P,,,2016-11-01,,,,,TESLA
LPG,United Farmers Mercantile Co-op,203 W Oak St,"At Highway 34, refuel on hardware side (northeast corner of the building)",Red Oak,IA,51566,,712-623-5453,E,,Public,"7:30am-6:30pm M-F, 7:30am-4:30pm Sat",Cash Checks D M V,,,,,,,,,,200-8,41.0167193,-95.2328512,2017-01-11,13953,1.50625,2017-01-18 00:39:49 UTC,P,,,,,,false,,
BD,Cuyahoga Valley National Park - VK Maintenance Yard,900 Truxell Rd,,Peninsula,OH,44264,,,E,,Private,,,B20,,,,,,,,,200-8,41.226631,-81.520406,2017-01-11,48473,4.8647,2017-01-18 00:40:14 UTC,FG,16,Department of the Interior,2012-08-01,,,,,
ELEC,BVSD,1500 Knox Dr,S HILLS MIDDLE; Behind school to East.,Boulder,CO,80305,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.9742286,-105.2444704,2017-02-23,81408,4.98676,2017-02-23 09:02:40 UTC,,,,,,,,,J1772
ELEC,City of Oberlin,69 S Main St,Located in the municipal parking lot behind 69 South Main St.,Oberlin,OH,44074,,440-775-7286,E,,Public,24 hours daily; no overnight parking,,,,,,2,,,,,200-8,41.28975,-82.216939,2016-03-07,53977,2.03248,2017-02-22 22:33:18 UTC,LG,,,2013-12-20,,,,,J1772
ELEC,EDWARDS STATION,436 Edwards Access Rd,"EDWARDS STN N1; North East Side of Wendy's/Store
EDWARDS STN N2; Northeast Corner of Wendy's/Store",Edwards,CO,81632,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,39.6481997,-106.5873648,2017-02-23,65478,2.4689,2017-02-23 09:37:35 UTC,,,,,,,,,J1772
ELEC,Macedonia Commons - Tesla,8210 Macedonia Commons Blvd,I-80 Exit 180,Macedonia,OH,44056,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,6,,Tesla,http://www.teslamotors.com/supercharger,200-8,41.312212,-81.5183629,2016-03-07,60107,1.08681,2017-01-18 00:41:09 UTC,P,,,2014-01-01,,,,,TESLA
E85,Family Express - Crown Point South,998 S Court St,,Crown Point,IN,46307,,219-663-8203,E,,Public,4am-12am daily; Also accept Family Express Fleet Card,Cash A D M V FuelMan Voyager Wright_Exp,,,,,,,,,,200-8,41.3986949,-87.368899,2016-06-30,64823,2.23592,2017-01-18 00:41:56 UTC,P,,,2014-12-15,,,,false,
E85,Corner Store #1129,895 W 136th Ave,,Broomfield,CO,80023,,303-280-3238,E,,Public,24 hours daily,Cash A D M V,,,,,,,,,,200-8,39.9436112,-104.9997263,2016-08-03,53818,0.32136,2017-01-18 00:43:08 UTC,P,,,2013-12-15,,,,false,
CNG,Xcel Energy - Clean Energy - Natural Public Service Co,12466 Weld County Rd 2-1/4,"East on 168th off US-85, left on the private road",Brighton,CO,80603,,866-809-4869,E,,Private,,,,B,3000,,,,,,,200-8,40.0026706,-104.8200239,2017-01-11,12772,2.48097,2017-01-18 00:43:18 UTC,T,,,1999-01-15,,HD,,,
ELEC,RM,4451 Main St,BRADBURN 1,Westminster,CO,80031,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.9130398,-105.045585,2017-02-23,68178,1.28399,2017-02-23 09:25:13 UTC,,,,,,,,,J1772
E85,Family Express - Crown Point North,802 E North St,,Crown Point,IN,46307,,219-663-3390,E,,Public,4am-12am daily; Also accept Family Express Fleet Card,Cash A D M V FuelMan Wright_Exp,,,,,,,,,,200-8,41.420799,-87.355162,2016-06-30,64822,3.7628,2017-01-18 00:46:46 UTC,P,,,2014-12-15,,,,false,
ELEC,Quik Park - Tesla,423 W 23rd St,,New York,NY,10011,,212-352-0514  877-798-3752,E,,Public,Garage business hours; for Tesla use only; see valet for access,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.7469089,-74.0022853,2016-04-04,67751,4.44539,2017-01-18 00:47:50 UTC,P,,,2015-02-01,,,,,TESLA
ELEC,Quik Park - Tesla,9 W 57th St,,New York,NY,10019,,212-754-4077  877-798-3752,E,,Public,Garage business hours; for Tesla use only; see valet for access,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.7636677,-73.9748016,2016-04-04,67752,3.10852,2017-01-18 00:47:51 UTC,P,,,2015-03-01,,,,,TESLA
ELEC,Quik Park - Tesla,1133 6th Ave,,New York,NY,10036,,212-398-0464  877-798-3752,E,,Public,Garage business hours; for Tesla use only; see valet for access,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.7559786,-73.9833069,2016-04-04,67747,3.69506,2017-01-18 00:47:51 UTC,P,,,2015-04-01,,,,,TESLA
ELEC,Quik Park - Tesla,235 W 56th St,,New York,NY,10019,,212-974-6147  877-798-3752,E,,Public,Garage business hours; for Tesla use only; see valet for access,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.7658676,-73.9824872,2016-04-04,67748,3.00698,2017-01-18 00:47:52 UTC,P,,,2015-02-01,,,,,TESLA
E85,Auburn Marathon,190 Smaltz Way,,Auburn,IN,46706,,260-925-1249,E,,Public - Credit card after hours,5am-11pm daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,GPS,41.365322,-85.085517,2016-06-30,32456,0.39763,2017-01-18 00:48:05 UTC,P,,,2007-06-15,,,,false,
E85,Family Express - Kouts,104 S Main St,At corner of State Road 49 and 8,Kouts,IN,46347,,219-766-2711,E,,Public,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.3182526,-87.0258436,2016-06-30,31669,3.58643,2017-01-18 00:48:06 UTC,P,,,2007-05-15,,,,false,
E85,Family Express - Plymouth,1628 W Jefferson St,,Plymouth,IN,46563,,574-936-3776,E,,Public,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.3429677,-86.3282884,2016-06-30,31789,2.13332,2017-01-18 00:48:11 UTC,P,,,2007-05-15,,,,false,
LPG,Propane People - CleanFUEL USA,2848 US Highway 6,,Waterloo,IN,46793,,260-837-8300,E,,Public - Card key at all times,8am-5pm M-F; access card required for self service - call 877-234-1722 to arrange for training and CleanFUEL USA card,Cash A D M V,,,,,,,,,,200-8,41.4395184,-85.0610803,2016-06-30,33927,4.77463,2017-01-18 00:48:33 UTC,P,,,,,,true,,
ELEC,Holiday Inn - Budd Lake,1000 International Dr,,Budd Lake,NJ,07828,,855-900-7584,E,,Public,24 hours daily,,,,,,,1,,Greenlots,http://greenlots.com/,200-8,40.907951,-74.725494,2016-04-04,68365,2.09616,2017-01-18 00:49:41 UTC,P,,,2015-05-01,,,,,CHADEMO
ELEC,GMC - Laureate Garage #1,2148  Broadway,,New York,NY,10023,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.7813096,-73.9808336,2017-02-23,72922,1.9301,2017-02-23 11:39:28 UTC,,,,,,,,,J1772
ELEC,Bowling Green State University - Parking lot E,Pike St and Thurstin Ave,Next to BGSU Heat Plant and railroad tracks; across the street from Bowen-Thompson Student Union on Thurstin St,Bowling Green,OH,43403,,419-372-2531,E,,Public,24 hours daily,,,,,,1,,,,,GPS,41.37716,-83.6444,2016-03-07,49044,1.68482,2017-02-21 17:10:10 UTC,P,,,2012-07-15,,,,,J1772
E85,Speedway #7373,100 E Goldsborough,,Crown Point,IN,46307,,219-663-8695,E,,Public,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.4232697,-87.3641229,2016-03-07,73183,3.94135,2017-02-14 18:32:30 UTC,P,,,2016-01-15,,,,false,
ELEC,GGMC Parking - Tesla,10 W 66th St,,New York,NY,10023,,212-874-1100  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-9,40.7723302,-73.9797636,2016-04-04,74395,2.543,2017-01-18 00:53:45 UTC,P,,,2016-01-01,,,,,TESLA
ELEC,GGMC Parking - Tesla,40 E 94th St,,New York,NY,10128,,212-369-9304  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.7855606,-73.9546989,2016-04-04,74401,1.58306,2017-01-18 00:53:46 UTC,P,,,2016-01-01,,,,,TESLA
ELEC,Icon Parking - Tesla,536 E 88th St,,New York,NY,10128,,877-727-5464  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.7762739,-73.9444162,2016-04-04,74446,2.37151,2017-01-18 00:53:47 UTC,P,,,2016-01-01,,,,,TESLA
ELEC,Quik Park - Tesla,250 W 97th St,,New York,NY,10025,,212-864-9352  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-9,40.7953925,-73.9721339,2016-04-04,74410,0.90092,2017-01-18 00:53:52 UTC,P,,,2016-01-01,,,,,TESLA
ELEC,Quik Park - Tesla,126 W 32nd St,,New York,NY,10001,,212-564-2627  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.7488376,-73.9900733,2016-04-04,74411,4.23235,2017-01-18 00:53:53 UTC,P,,,2016-01-01,,,,,TESLA
ELEC,iPark - Tesla,11 E 83rd St,,New York,NY,10028,,855-472-7569  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.7792152,-73.9609713,2016-04-04,74532,1.97253,2017-01-18 00:54:01 UTC,P,,,2016-03-01,,,,,TESLA
ELEC,iPark - Tesla,549 W 23rd St,,New York,NY,10011,,855-472-7569  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.7485092,-74.006063,2016-04-04,74538,4.3596,2017-01-18 00:54:03 UTC,P,,,2016-03-01,,,,,TESLA
ELEC,iPark - Tesla,400 E 35th St,,New York,NY,10016,,855-472-7569  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.7439471,-73.9718564,2016-04-04,74536,4.45135,2017-01-18 00:54:04 UTC,P,,,2016-01-01,,,,,TESLA
ELEC,iPark - Tesla,330 E 46th St,,New York,NY,11017,,855-472-7569  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.7516548,-73.9690321,2016-04-04,74534,3.90318,2017-01-18 00:54:04 UTC,P,,,2016-02-01,,,,,TESLA
E85,Fast Stop Express - Agriland FS,2305 Highway 23,,Oskaloosa,IA,52577,,641-673-8659,E,,Public - Credit card at all times,24 hours daily; Also accepts Agriland Fast Stop card - contact station for arrangements,A D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.2662256,-92.6042873,2016-04-04,28343,4.4336,2017-01-18 00:54:25 UTC,P,,,2006-03-15,,,,false,
